商品名稱,留言網址,留言者,星等,留言時間,留言地點,SKU,留言內容,覺得留言有用人數
"Yoimira 夏威夷男款襯衫,印花男款休閒短袖鈕扣襯衫花卉阿羅哈海灘襯衫",https://www.amazon.com/-/zh_TW/Yoimira-%E5%A4%8F%E5%A8%81%E5%A4%B7%E7%94%B7%E6%AC%BE%E8%A5%AF%E8%A1%AB-%E5%8D%B0%E8%8A%B1%E7%94%B7%E6%AC%BE%E4%BC%91%E9%96%92%E7%9F%AD%E8%A2%96%E9%88%95%E6%89%A3%E8%A5%AF%E8%A1%AB%E8%8A%B1%E5%8D%89%E9%98%BF%E7%BE%85%E5%93%88%E6%B5%B7%E7%81%98%E8%A5%AF%E8%A1%AB/product-reviews/B0CL6RK4WP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Kindle Customer,5.0,2024-04-19,美國,顏色: Green& Black尺寸: Medium,"
True to size.  Colors are bright, but don't bleed in laundry.
",0
"Yoimira 夏威夷男款襯衫,印花男款休閒短袖鈕扣襯衫花卉阿羅哈海灘襯衫",https://www.amazon.com/-/zh_TW/Yoimira-%E5%A4%8F%E5%A8%81%E5%A4%B7%E7%94%B7%E6%AC%BE%E8%A5%AF%E8%A1%AB-%E5%8D%B0%E8%8A%B1%E7%94%B7%E6%AC%BE%E4%BC%91%E9%96%92%E7%9F%AD%E8%A2%96%E9%88%95%E6%89%A3%E8%A5%AF%E8%A1%AB%E8%8A%B1%E5%8D%89%E9%98%BF%E7%BE%85%E5%93%88%E6%B5%B7%E7%81%98%E8%A5%AF%E8%A1%AB/product-reviews/B0CL6RK4WP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Chris,5.0,2023-01-10,美國,,"
I wear these types of shirts to work daily.  These have always fit as expected, are super lightweight and I like the style.  This short holds up well in the washer machine and dryer.
",0
"Yoimira 夏威夷男款襯衫,印花男款休閒短袖鈕扣襯衫花卉阿羅哈海灘襯衫",https://www.amazon.com/-/zh_TW/Yoimira-%E5%A4%8F%E5%A8%81%E5%A4%B7%E7%94%B7%E6%AC%BE%E8%A5%AF%E8%A1%AB-%E5%8D%B0%E8%8A%B1%E7%94%B7%E6%AC%BE%E4%BC%91%E9%96%92%E7%9F%AD%E8%A2%96%E9%88%95%E6%89%A3%E8%A5%AF%E8%A1%AB%E8%8A%B1%E5%8D%89%E9%98%BF%E7%BE%85%E5%93%88%E6%B5%B7%E7%81%98%E8%A5%AF%E8%A1%AB/product-reviews/B0CL6RK4WP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Lex,4.0,2024-04-15,美國,顏色: Four Leaf Clover & Rainbow尺寸: X-Large,"
I ordered this st Patricks day themed one for my man for a party we had - he’s usually an XL so that’s the size I ordered, but it ran pretty big. we tried to wash and dry it but that didn’t do anything lol the quality of the shirt was great, I would order another theme again just now I know to size down.
",0
"Yoimira 夏威夷男款襯衫,印花男款休閒短袖鈕扣襯衫花卉阿羅哈海灘襯衫",https://www.amazon.com/-/zh_TW/Yoimira-%E5%A4%8F%E5%A8%81%E5%A4%B7%E7%94%B7%E6%AC%BE%E8%A5%AF%E8%A1%AB-%E5%8D%B0%E8%8A%B1%E7%94%B7%E6%AC%BE%E4%BC%91%E9%96%92%E7%9F%AD%E8%A2%96%E9%88%95%E6%89%A3%E8%A5%AF%E8%A1%AB%E8%8A%B1%E5%8D%89%E9%98%BF%E7%BE%85%E5%93%88%E6%B5%B7%E7%81%98%E8%A5%AF%E8%A1%AB/product-reviews/B0CL6RK4WP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,J H,5.0,2024-02-22,美國,顏色: Blue&floral尺寸: Large,"
Bought for a vacationIt will be perfectFun and made nicely
",0
"Yoimira 夏威夷男款襯衫,印花男款休閒短袖鈕扣襯衫花卉阿羅哈海灘襯衫",https://www.amazon.com/-/zh_TW/Yoimira-%E5%A4%8F%E5%A8%81%E5%A4%B7%E7%94%B7%E6%AC%BE%E8%A5%AF%E8%A1%AB-%E5%8D%B0%E8%8A%B1%E7%94%B7%E6%AC%BE%E4%BC%91%E9%96%92%E7%9F%AD%E8%A2%96%E9%88%95%E6%89%A3%E8%A5%AF%E8%A1%AB%E8%8A%B1%E5%8D%89%E9%98%BF%E7%BE%85%E5%93%88%E6%B5%B7%E7%81%98%E8%A5%AF%E8%A1%AB/product-reviews/B0CL6RK4WP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Roxanne Baumert,5.0,2024-03-24,美國,顏色: Green& Black尺寸: X-Large,"
I ordered the shirts for my BF and myself. Love them for travel and vacations. Travel well in suitcase and takes very little space.
",0
"Yoimira 夏威夷男款襯衫,印花男款休閒短袖鈕扣襯衫花卉阿羅哈海灘襯衫",https://www.amazon.com/-/zh_TW/Yoimira-%E5%A4%8F%E5%A8%81%E5%A4%B7%E7%94%B7%E6%AC%BE%E8%A5%AF%E8%A1%AB-%E5%8D%B0%E8%8A%B1%E7%94%B7%E6%AC%BE%E4%BC%91%E9%96%92%E7%9F%AD%E8%A2%96%E9%88%95%E6%89%A3%E8%A5%AF%E8%A1%AB%E8%8A%B1%E5%8D%89%E9%98%BF%E7%BE%85%E5%93%88%E6%B5%B7%E7%81%98%E8%A5%AF%E8%A1%AB/product-reviews/B0CL6RK4WP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Joel,5.0,2024-01-26,美國,顏色: Sea Blue-01尺寸: X-Large,"
Very comfortable
",0
"Yoimira 夏威夷男款襯衫,印花男款休閒短袖鈕扣襯衫花卉阿羅哈海灘襯衫",https://www.amazon.com/-/zh_TW/Yoimira-%E5%A4%8F%E5%A8%81%E5%A4%B7%E7%94%B7%E6%AC%BE%E8%A5%AF%E8%A1%AB-%E5%8D%B0%E8%8A%B1%E7%94%B7%E6%AC%BE%E4%BC%91%E9%96%92%E7%9F%AD%E8%A2%96%E9%88%95%E6%89%A3%E8%A5%AF%E8%A1%AB%E8%8A%B1%E5%8D%89%E9%98%BF%E7%BE%85%E5%93%88%E6%B5%B7%E7%81%98%E8%A5%AF%E8%A1%AB/product-reviews/B0CL6RK4WP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,5.0,2024-01-07,美國,顏色: Green& Black尺寸: 3X-Large,"
Purchased for husband but was to small for him fits me nicely so purchased a larger size for him.  These will be nice on a cruise around St. Patrick day.
",0
"Yoimira 夏威夷男款襯衫,印花男款休閒短袖鈕扣襯衫花卉阿羅哈海灘襯衫",https://www.amazon.com/-/zh_TW/Yoimira-%E5%A4%8F%E5%A8%81%E5%A4%B7%E7%94%B7%E6%AC%BE%E8%A5%AF%E8%A1%AB-%E5%8D%B0%E8%8A%B1%E7%94%B7%E6%AC%BE%E4%BC%91%E9%96%92%E7%9F%AD%E8%A2%96%E9%88%95%E6%89%A3%E8%A5%AF%E8%A1%AB%E8%8A%B1%E5%8D%89%E9%98%BF%E7%BE%85%E5%93%88%E6%B5%B7%E7%81%98%E8%A5%AF%E8%A1%AB/product-reviews/B0CL6RK4WP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amanda,3.0,2023-12-17,美國,,"
So I'm an avid ""get what you pay for"" person, this shirt was under $10 and I was able to get it quickly so no complaints there. Downside is the material is very thin, like tissue paper and there are threads hanging everywhere. I don't think it's going to make it past a gentle wash cycle. But it's cheap and cute nonetheless. For any women looking to purchase. It is true to size mens 2x is pretty equivalent to a women's 2x. I usually wear 16/18 unless it's slim fit I go up a size and the men's 2x is perfect.
",0
"Yoimira 夏威夷男款襯衫,印花男款休閒短袖鈕扣襯衫花卉阿羅哈海灘襯衫",https://www.amazon.com/-/zh_TW/Yoimira-%E5%A4%8F%E5%A8%81%E5%A4%B7%E7%94%B7%E6%AC%BE%E8%A5%AF%E8%A1%AB-%E5%8D%B0%E8%8A%B1%E7%94%B7%E6%AC%BE%E4%BC%91%E9%96%92%E7%9F%AD%E8%A2%96%E9%88%95%E6%89%A3%E8%A5%AF%E8%A1%AB%E8%8A%B1%E5%8D%89%E9%98%BF%E7%BE%85%E5%93%88%E6%B5%B7%E7%81%98%E8%A5%AF%E8%A1%AB/product-reviews/B0CL6RK4WP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Loujuana Wright,4.0,2024-04-18,美國,顏色: Green& Black尺寸: Large,"
Is is pretty, colorful and shiny.  It also arrived very quickly.
",0
"Yoimira 夏威夷男款襯衫,印花男款休閒短袖鈕扣襯衫花卉阿羅哈海灘襯衫",https://www.amazon.com/-/zh_TW/Yoimira-%E5%A4%8F%E5%A8%81%E5%A4%B7%E7%94%B7%E6%AC%BE%E8%A5%AF%E8%A1%AB-%E5%8D%B0%E8%8A%B1%E7%94%B7%E6%AC%BE%E4%BC%91%E9%96%92%E7%9F%AD%E8%A2%96%E9%88%95%E6%89%A3%E8%A5%AF%E8%A1%AB%E8%8A%B1%E5%8D%89%E9%98%BF%E7%BE%85%E5%93%88%E6%B5%B7%E7%81%98%E8%A5%AF%E8%A1%AB/product-reviews/B0CL6RK4WP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Marsse,4.0,2024-04-04,美國,,"
The fit is good I wear a 2x and it fit. I just don’t like the material.
",0
