商品名稱,留言網址,留言者,星等,留言時間,留言地點,SKU,留言內容,覺得留言有用人數
Amazon Essentials 男款修身短袖印花襯衫,https://www.amazon.com/-/zh_TW/AE1816176-Amazon-Essentials-%E7%94%B7%E6%AC%BE%E4%BF%AE%E8%BA%AB%E7%9F%AD%E8%A2%96%E5%8D%B0%E8%8A%B1%E8%A5%AF%E8%A1%AB/product-reviews/B07JHH4N6R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Mike McLay,5.0,2024-03-09,美國,尺寸: Medium顏色: 水藍海軍棕櫚葉,"
This is a great shirt, especially for the price. Colorful, great fit, and good quality materials. Would definitely buy another of this brand.
",0
Amazon Essentials 男款修身短袖印花襯衫,https://www.amazon.com/-/zh_TW/AE1816176-Amazon-Essentials-%E7%94%B7%E6%AC%BE%E4%BF%AE%E8%BA%AB%E7%9F%AD%E8%A2%96%E5%8D%B0%E8%8A%B1%E8%A5%AF%E8%A1%AB/product-reviews/B07JHH4N6R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Jason,5.0,2024-04-12,美國,尺寸: XX-Large顏色: 水藍海軍棕櫚葉,"
I bought this specifically for vacation but love the shirt.  The size was as I expected and the quality seems good.  I will continue to wear it.
",0
Amazon Essentials 男款修身短袖印花襯衫,https://www.amazon.com/-/zh_TW/AE1816176-Amazon-Essentials-%E7%94%B7%E6%AC%BE%E4%BF%AE%E8%BA%AB%E7%9F%AD%E8%A2%96%E5%8D%B0%E8%8A%B1%E8%A5%AF%E8%A1%AB/product-reviews/B07JHH4N6R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Cheryl,4.0,2022-12-23,美國,尺寸: XX-Large顏色: 深藍淡桃鳳梨,"
I ordered three of these shirts (different prints) all the same size for my son for our recent trip to Hawaii.  This one may have been mislabled or runs a bit small, as it was definitely smaller than the other two.  I tried to have a family member return it, but something happened to the return information I left (we had gone to catch our flight) and we're stuck with this shirt.  Guess I'll donate it or see if it might fit a friend.
",1
Amazon Essentials 男款修身短袖印花襯衫,https://www.amazon.com/-/zh_TW/AE1816176-Amazon-Essentials-%E7%94%B7%E6%AC%BE%E4%BF%AE%E8%BA%AB%E7%9F%AD%E8%A2%96%E5%8D%B0%E8%8A%B1%E8%A5%AF%E8%A1%AB/product-reviews/B07JHH4N6R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Chris L,5.0,2024-03-18,美國,尺寸: Medium顏色: 水藍海軍棕櫚葉,"
Super nice Amazon Basics shirt. It fits as expected and doesn’t shrink in the dryer. I bought a few of them and all are great quality. Less express Target and same quality/sizing
",0
Amazon Essentials 男款修身短袖印花襯衫,https://www.amazon.com/-/zh_TW/AE1816176-Amazon-Essentials-%E7%94%B7%E6%AC%BE%E4%BF%AE%E8%BA%AB%E7%9F%AD%E8%A2%96%E5%8D%B0%E8%8A%B1%E8%A5%AF%E8%A1%AB/product-reviews/B07JHH4N6R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,5.0,2024-03-26,美國,尺寸: XX-Large顏色: 藍色花朵印花,"
But it fit my father perfectly. Looks great.
",0
Amazon Essentials 男款修身短袖印花襯衫,https://www.amazon.com/-/zh_TW/AE1816176-Amazon-Essentials-%E7%94%B7%E6%AC%BE%E4%BF%AE%E8%BA%AB%E7%9F%AD%E8%A2%96%E5%8D%B0%E8%8A%B1%E8%A5%AF%E8%A1%AB/product-reviews/B07JHH4N6R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,UE Ghost,5.0,2024-04-04,美國,尺寸: Large顏色: 海軍藍白色錨印花,"
It fits perfectly.
",0
Amazon Essentials 男款修身短袖印花襯衫,https://www.amazon.com/-/zh_TW/AE1816176-Amazon-Essentials-%E7%94%B7%E6%AC%BE%E4%BF%AE%E8%BA%AB%E7%9F%AD%E8%A2%96%E5%8D%B0%E8%8A%B1%E8%A5%AF%E8%A1%AB/product-reviews/B07JHH4N6R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Skyler,3.0,2023-07-14,美國,尺寸: Medium顏色: 海軍藍白色錨印花,"
Looks good and fits well. However, I go for a 10 minute walk each day during lunch and the top of the shirt has already faded to purple from the sun. My shoulders are purple and the rest of the shirt is blue.
",1
Amazon Essentials 男款修身短袖印花襯衫,https://www.amazon.com/-/zh_TW/AE1816176-Amazon-Essentials-%E7%94%B7%E6%AC%BE%E4%BF%AE%E8%BA%AB%E7%9F%AD%E8%A2%96%E5%8D%B0%E8%8A%B1%E8%A5%AF%E8%A1%AB/product-reviews/B07JHH4N6R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Kevin,5.0,2024-04-04,美國,尺寸: Small顏色: 水藍海軍棕櫚葉,"
Whenever I wear this shirt I get at least one compliment on it.  People think it is a much more expensive shirt than it really is. Overall pleased with purchase for its value and look.
",0
Amazon Essentials 男款修身短袖印花襯衫,https://www.amazon.com/-/zh_TW/AE1816176-Amazon-Essentials-%E7%94%B7%E6%AC%BE%E4%BF%AE%E8%BA%AB%E7%9F%AD%E8%A2%96%E5%8D%B0%E8%8A%B1%E8%A5%AF%E8%A1%AB/product-reviews/B07JHH4N6R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,C.Bailey,4.0,2024-03-12,美國,尺寸: X-Large顏色: 藍色花朵印花,"
It's a nice shirt,my husband loves the color,but it has to be ironed everytime I wash& dry it
",0
Amazon Essentials 男款修身短袖印花襯衫,https://www.amazon.com/-/zh_TW/AE1816176-Amazon-Essentials-%E7%94%B7%E6%AC%BE%E4%BF%AE%E8%BA%AB%E7%9F%AD%E8%A2%96%E5%8D%B0%E8%8A%B1%E8%A5%AF%E8%A1%AB/product-reviews/B07JHH4N6R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Marco Travers,5.0,2024-03-15,美國,尺寸: XX-Large顏色: 藍色花朵印花,"
Good quality Hawaiian shirt, with great colors very tropical. bought it for Mexico and wore it, if you want a Hawaiian shirt this is a good one :-)
",0
