商品名稱,留言網址,留言者,星等,留言時間,留言地點,SKU,留言內容,覺得留言有用人數
Kistore 女款 休閒 圓領 短袖 打褶上衣 襯衫 時尚 服飾 2024,https://www.amazon.com/-/zh_TW/Kistore-%E5%A5%B3%E6%AC%BE-%E4%BC%91%E9%96%92-%E6%89%93%E8%A4%B6%E4%B8%8A%E8%A1%A3-2024/product-reviews/B0CPM2JTHB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Chiller99,5.0,2024-02-19,美國,顏色: A2 花卉粉紅白色尺寸: Large,"
The fabric has a bit of a sheen to it - it's not cotton feeling like some tops I ordered on Amazon. Either way I like the top and the fit is perfect. The print is also very pretty. It fits a bit snug around my waist but I have a large waist (38"") and I usually get a little more flow to the top when I buy a large so be aware of the form fitting nature of the top. Other than that, the style is very flattering and I would recommend this top as long as you don't mind the sheen to the fabric. It might be a bit warm to wear in hot climates as it doesn't have the typical T-shirt material.
",25
Kistore 女款 休閒 圓領 短袖 打褶上衣 襯衫 時尚 服飾 2024,https://www.amazon.com/-/zh_TW/Kistore-%E5%A5%B3%E6%AC%BE-%E4%BC%91%E9%96%92-%E6%89%93%E8%A4%B6%E4%B8%8A%E8%A1%A3-2024/product-reviews/B0CPM2JTHB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Boymom,4.0,2024-04-07,美國,顏色: A1 淡藍色尺寸: Large,"
I’m always on the lookout for simple, clean, comfortable shirts that are versatile for work or mom wear. This is just a nice soft fabric with a simple shape and nice length for a taller person.
",2
Kistore 女款 休閒 圓領 短袖 打褶上衣 襯衫 時尚 服飾 2024,https://www.amazon.com/-/zh_TW/Kistore-%E5%A5%B3%E6%AC%BE-%E4%BC%91%E9%96%92-%E6%89%93%E8%A4%B6%E4%B8%8A%E8%A1%A3-2024/product-reviews/B0CPM2JTHB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,LeslieE,5.0,2024-03-30,美國,顏色: A2 花卉藍白色尺寸: Large,"
Lovely polyester knit jersey is very soft and comfortable.  I am 5'7"" 130 lbs, the Large fits exactly as I like it, not fitted, not baggy, just drapes smoothly over my hips.  The pattern is very pretty and exactly as pictured. Tunic length.  I will definitely buy more.  Slight chemical smell to fabric which I'm sure will come out in wash.  Perfect!
",11
Kistore 女款 休閒 圓領 短袖 打褶上衣 襯衫 時尚 服飾 2024,https://www.amazon.com/-/zh_TW/Kistore-%E5%A5%B3%E6%AC%BE-%E4%BC%91%E9%96%92-%E6%89%93%E8%A4%B6%E4%B8%8A%E8%A1%A3-2024/product-reviews/B0CPM2JTHB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,JenV,3.0,2024-04-18,美國,顏色: A1 淡紫色尺寸: Large,"
I love the color, fabric feel, thickness (can wear alone, it’s not sheer and requiring a tank like most cotton tops nowadays).It’s not the greatest cut though. It would be perfect if it was tapered in to be more flattering. It’s just kinda straight down rectangle cut from under the arms. I might be able to fix this though….. but again… for the cost this shirt probably was to make verse what I paid, this should have been done…. It shouldn’t require me to now spend 1-2 hours tailoring it.So therefore, I can’t recommend this or say that I’d purchase again.
",3
Kistore 女款 休閒 圓領 短袖 打褶上衣 襯衫 時尚 服飾 2024,https://www.amazon.com/-/zh_TW/Kistore-%E5%A5%B3%E6%AC%BE-%E4%BC%91%E9%96%92-%E6%89%93%E8%A4%B6%E4%B8%8A%E8%A1%A3-2024/product-reviews/B0CPM2JTHB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,CLB!1,5.0,2024-04-05,美國,顏色: A2 花卉黃白色尺寸: X-Large,"
I am sooo happy with this top! The colors are perfect…more gold than yellow…which is exactly what I needed. The sleeves are longer and not too tight. Might run a bit small so size up if you’re at all busty.
",3
Kistore 女款 休閒 圓領 短袖 打褶上衣 襯衫 時尚 服飾 2024,https://www.amazon.com/-/zh_TW/Kistore-%E5%A5%B3%E6%AC%BE-%E4%BC%91%E9%96%92-%E6%89%93%E8%A4%B6%E4%B8%8A%E8%A1%A3-2024/product-reviews/B0CPM2JTHB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,maureenvaccaro,5.0,2024-04-20,美國,顏色: A2 花卉藍紫色尺寸: XX-Large,"
Ike’s e blouse, but unfortunately it didn’ fit!
",0
Kistore 女款 休閒 圓領 短袖 打褶上衣 襯衫 時尚 服飾 2024,https://www.amazon.com/-/zh_TW/Kistore-%E5%A5%B3%E6%AC%BE-%E4%BC%91%E9%96%92-%E6%89%93%E8%A4%B6%E4%B8%8A%E8%A1%A3-2024/product-reviews/B0CPM2JTHB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,giddyupgal,4.0,2024-04-18,美國,顏色: A2 花卉藍白色尺寸: Medium,"
Shipping isn't very quick and I had my doubts about this since it's from China but it arrived today and it's surprisingly well made, and the size was my usual M. I am 5'8, 150lbs. I don't know how it will hold up yet, but time will tell. It is not boxy, and has a nice length to it without being too long. Very cute.
",0
Kistore 女款 休閒 圓領 短袖 打褶上衣 襯衫 時尚 服飾 2024,https://www.amazon.com/-/zh_TW/Kistore-%E5%A5%B3%E6%AC%BE-%E4%BC%91%E9%96%92-%E6%89%93%E8%A4%B6%E4%B8%8A%E8%A1%A3-2024/product-reviews/B0CPM2JTHB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,HL,5.0,2024-03-14,美國,顏色: A2 花卉粉紅白色尺寸: Medium,"
I absolutely love this top!!  It's very comfortable and easy to wear, even softer than a T-shirt.  The print is beautiful (pink) and the gathered seams at the neckline running down the front are very pretty and flattering, especially to a large bust.  This top is long in length and covers the backside nicely.  I really like how it is form fitting without being tight or constricting.  I ordered a medium, my usual size, but it does tend to run on the small side.  That works for me because I'm an in-between sort of medium.  Just for reference, I'm 5'8"" 147 lbs.  I'm so happy with this top that I immediately bought two more!
",21
Kistore 女款 休閒 圓領 短袖 打褶上衣 襯衫 時尚 服飾 2024,https://www.amazon.com/-/zh_TW/Kistore-%E5%A5%B3%E6%AC%BE-%E4%BC%91%E9%96%92-%E6%89%93%E8%A4%B6%E4%B8%8A%E8%A1%A3-2024/product-reviews/B0CPM2JTHB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Leesa B,5.0,2024-04-14,美國,顏色: A2 花卉粉紅白色尺寸: Medium,"
I initially bought a different print of this same shirt and loved it so much I purchased a few more.  Material is super soft.  I am 5'6"" and weigh 130lbs. I bought a medium and it is long enough to leave untucked or to tuck if you want.  Looks fabulous. Highly recommend purchasing if you are looking at any of these shirts.
",1
Kistore 女款 休閒 圓領 短袖 打褶上衣 襯衫 時尚 服飾 2024,https://www.amazon.com/-/zh_TW/Kistore-%E5%A5%B3%E6%AC%BE-%E4%BC%91%E9%96%92-%E6%89%93%E8%A4%B6%E4%B8%8A%E8%A1%A3-2024/product-reviews/B0CPM2JTHB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,MLL,4.0,2024-04-08,美國,顏色: A1 純白色尺寸: Large,"
This is very comfortable and attractive. I am 5'3"" and the top reaches to my thighs, so quite long. The decoration below the neck makes it a little more interesting than your standard T-shirt, but there are threads popping out all along these. It also pills after a few wears.
",5
